Rank	Score	Type	ID	Name	Description
44	95.79	kd	CGS001-9712	USP6NL	-
45	95.69	kd	CGS001-10587	TXNRD2	-
46	95.63	cp	BRD-A39646320	HC-toxin	HDAC inhibitor
47	95.56	cp	BRD-K13390322	AT-7519	CDK inhibitor
48	95.5	cp	BRD-K86887724	dofetilide	Potassium channel blocker
49	95.47	cp	BRD-K86930074	cediranib	KIT inhibitor
50	95.43	kd	CGS001-55274	PHF10	Zinc fingers, PHD-type
51	95.35	kd	CGS001-6768	ST14	Serine peptidases / Transmembrane
52	95.33	cp	BRD-K09764130	mead-ethanolamide	Cannabinoid receptor agonist
53	95.25	kd	CGS001-65217	PCDH15	Cadherins / Cadherin-related
54	95.23	cp	BRD-K99545815	PF-562271	Focal adhesion kinase inhibitor
55	95.21	kd	CGS001-2535	FZD2	GPCR / Class F : Frizzled receptors
56	95.18	kd	CGS001-6652	SORD	-
57	95.16	kd	CGS001-80204	FBXO11	Protein arginine N-methyltransferases
58	95.11	oe	ccsbBroad304_06188	F10	Chymotrypsin
59	95.1	oe	ccsbBroad304_06481	KCNJ11	Inwardly rectifying potassium channels
60	94.86	kd	CGS001-4927	NUP88	-
61	94.81	kd	CGS001-10782	ZNF274	Zinc fingers, C2H2-type
62	94.77	oe	ccsbBroad304_06453	ING2	Zinc fingers, PHD-type
63	94.7	kd	CGS001-65123	INTS3	-
64	94.56	kd	CGS001-83448	PUS7L	-
65	94.37	kd	CGS001-2958	GTF2A2	General transcription factors
66	94.23	kd	CGS001-7405	UVRAG	-
67	94.22	cp	BRD-K60762818	desipramine	Tricyclic antidepressant
68	94.18	oe	ccsbBroad304_06889	RPN2	-
69	94.16	cp	BRD-K11558771	droxinostat	HDAC inhibitor
70	94.12	cp	BRD-K36198571	WAY-170523	Metalloproteinase inhibitor
71	94.09	kd	CGS001-9650	MTFR1	-
72	94.08	cp	BRD-K86727142	embelin	HCV inhibitor
73	93.92	oe	ccsbBroad304_00679	GPR39	GPCR / Class A : Orphans
74	93.86	cp	BRD-K12120659	GR-144053	Integrin antagonist
75	93.85	kd	CGS001-64858	DCLRE1B	-
76	93.66	kd	CGS001-283	ANG	Ribonucleases, RNase A
77	93.48	cp	BRD-K77625572	etomoxir	Carnitine palmitoyltransferase inhibitor
78	93.47	kd	CGS001-26001	RNF167	RING-type (C3HC4) zinc fingers
79	93.41	cp	BRD-K21971034	OM-137	Aurora kinase inhibitor
80	93.39	cc		Vesicular Transport LOF	-
81	93.37	kd	CGS001-6271	S100A1	EF-hand domain containing
82	93.31	cp	BRD-K47539947	tetradecylthioacetic-acid	Lipid peroxidase inhibitor
83	93.25	cp	BRD-M07438658	lapatinib	EGFR inhibitor
84	93.21	oe	ccsbBroad304_06422	ID3	Basic helix-loop-helix proteins
85	93.2	oe	ccsbBroad304_06575	MEF2A	Myocyte enhancer factors
86	92.94	kd	CGS001-4255	MGMT	-
87	92.82	oe	ccsbBroad304_00654	GNB1	WD repeat domain containing
88	92.8	kd	CGS001-8295	TRRAP	TRRAP subfamily
89	92.79	kd	CGS001-84765	ZNF577	Zinc fingers, C2H2-type
90	92.72	oe	ccsbBroad304_00859	IL12A	Interleukins and interleukin receptors
91	92.61	oe	ccsbBroad304_08053	TAF5L	WD repeat domain containing
92	92.56	kd	CGS001-1312	COMT	Catecholamine turnover
93	92.5	oe	ccsbBroad304_01215	PLAUR	CD molecules
94	92.45	oe	ccsbBroad304_00262	CD59	CD molecules
95	92.35	cp	BRD-M16762496	PIK-75	DNA protein kinase inhibitor
96	92.34	oe	ccsbBroad304_01852	ZNF212	Zinc fingers, C2H2-type
97	92.29	oe	ccsbBroad304_02612	DUSP14	Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
98	92.27	kd	CGS001-9324	HMGN3	High-mobility group / Canonical
99	92.24	cp	BRD-K09485525	GANT-61	GLI antagonist
100	92.12	cp	BRD-K07888196	tyrphostin-AG-538	IGF-1 inhibitor
101	91.99	kd	CGS001-84923	FAM104A	-
102	91.97	cp	BRD-K42095107	daidzein	Estrogen receptor agonist
103	91.93	oe	ccsbBroad304_00552	FEN1	-
104	91.86	cp	BRD-K52522949	NCH-51	HDAC inhibitor
105	91.65	oe	ccsbBroad304_07922	TRIM29	-
106	91.64	kd	CGS001-8324	FZD7	GPCR / Class F : Frizzled receptors
107	91.62	kd	CGS001-50604	IL20	Interleukins and interleukin receptors
108	91.5	oe	ccsbBroad304_05523	KRT26	Intermediate filaments type I, keratins (acidic)
109	91.4	cp	BRD-K40892394	AR-C133057XX	Nitric oxide synthase inhibitor
110	91.27	kd	CGS001-28960	DCPS	-
111	91.21	cp	BRD-K06543683	bisindolylmaleimide-ix	CDK inhibitor
112	91.19	oe	ccsbBroad304_06651	NOV	-
113	91.15	kd	CGS001-6622	SNCA	Parkinson disease
114	91.07	cp	BRD-K11634954	GBR-13069	Dopamine uptake inhibitor
115	90.86	oe	ccsbBroad304_05759	ACAT2	Lanosterol biosynthesis pathway
116	90.84	kd	CGS001-55148	UBR7	Ubiquitin protein ligase E3 component n-recognins
117	90.84	kd	CGS001-23325	KIAA1033	-
118	90.83	kd	CGS001-2114	ETS2	ETS Transcription Factors
119	90.71	kd	CGS001-149233	IL23R	IL-12 receptor family
120	90.67	cp	BRD-K68336408	tyrphostin-AG-1478	EGFR inhibitor
121	90.52	cp	BRD-K14441456	tyrphostin-AG-556	EGFR inhibitor
122	90.45	kd	CGS001-1022	CDK7	Cyclin-dependent kinases, CDK7 subfamily
123	90.34	cp	BRD-K22662435	ganciclovir	DNA polymerase inhibitor
124	90.32	kd	CGS001-29103	DNAJC15	Heat shock proteins / DNAJ (HSP40)
125	90.27	oe	ccsbBroad304_06908	S100B	EF-hand domain containing
126	90.23	cp	BRD-K38615104	A-443644	AKT inhibitor
127	90.19	kd	CGS001-50865	HEBP1	Endogenous ligands
128	90.04	kd	CGS001-5829	PXN	-
129	90	oe	ccsbBroad304_02604	B3GNT1	-
130	89.99	cp	BRD-K15563106	phloretin	Sodium/glucose cotransporter inhibitor
131	89.94	kd	CGS001-9697	TRAM2	-
132	89.8	oe	ccsbBroad304_01741	UBE2V1	Ubiquitin-conjugating enzymes E2
133	89.66	kd	CGS001-1677	DFFB	-
134	89.53	cp	BRD-K12502280	TG-101348	FLT3 inhibitor
135	89.45	cp	BRD-K92093830	doxorubicin	Topoisomerase inhibitor
136	89.27	oe	ccsbBroad304_00280	CDK7	Cyclin-dependent kinases, CDK7 subfamily
137	89.15	cp	BRD-A42423104	benproperine	Antitussive
138	89.15	oe	ccsbBroad304_02784	SUZ12	Zinc fingers, C2H2-type
139	89.14	kd	CGS001-79094	CHAC1	-
140	89.13	cp	BRD-K08998509	fananserin	Dopamine receptor antagonist
141	89.12	cp	BRD-K29458283	chlorambucil	DNA inhibitor
142	89.08	oe	ccsbBroad304_02691	PUF60	RNA binding motif (RRM) containing
143	89.08	cp	BRD-A84389633	tropanyl-3,5-dimethylbenzoate	Serotonin receptor antagonist
144	88.87	cp	BRD-K13810148	givinostat	HDAC inhibitor
145	88.86	oe	ccsbBroad304_06683	FURIN	Subtilisin
146	88.85	kd	CGS001-3300	DNAJB2	Heat shock proteins / DNAJ (HSP40)
147	88.69	oe	ccsbBroad304_03028	RBMX	RNA binding motif (RRM) containing
148	88.43	cp	BRD-K31238592	devazepide	CCK receptor antagonist
149	88.22	kd	CGS001-51385	ZNF589	Zinc fingers, C2H2-type
150	88.09	kd	CGS001-900	CCNG1	-
151	87.92	oe	ccsbBroad304_06539	LSS	Lanosterol biosynthesis pathway
152	87.91	cp	BRD-K17743125	belinostat	HDAC inhibitor
153	87.89	oe	ccsbBroad304_00401	CYB5A	Cytochrome b genes
154	87.86	cp	BRD-A61793559	metolazone	Carbonic anhydrase inhibitor
155	87.77	oe	ccsbBroad304_04406	PLA2G12B	-
156	87.73	cc		Topoisomerase inhibitor	-
157	87.73	oe	ccsbBroad304_04271	MXD3	Basic helix-loop-helix proteins
158	87.67	oe	ccsbBroad304_03047	BZW2	-
159	87.58	oe	ccsbBroad304_00210	CALR	-
160	87.56	cp	BRD-K85925969	zalcitabine	Nucleoside reverse transcriptase inhibitor
161	87.43	cp	BRD-K17110974	aristolochic-acid	Phospholipase inhibitor
162	87.4	oe	ccsbBroad304_00471	E2F6	-
163	87.37	oe	ccsbBroad304_06451	IMPDH1	Oxidoreductases
164	87.34	cp	BRD-K54095730	CMPD-1	p38 MAPK inhibitor
165	87.32	oe	ccsbBroad304_06870	RNH1	-
166	87.29	kd	CGS001-23314	SATB2	Homeoboxes / CUT class
167	87.28	cp	BRD-K70557564	zosuquidar	P-glycoprotein inhibitor
168	87.06	cp	BRD-K46937689	phenazone	Cyclooxygenase inhibitor
169	87.03	kd	CGS001-5986	RFNG	Beta 3-glycosyltransferases
170	87.01	oe	ccsbBroad304_00542	FBP1	-
171	86.86	cp	BRD-K69840642	ISOX	HDAC inhibitor
172	86.78	kd	CGS001-27199	OXGR1	GPCR / Class A : Orphans, Oxoglutarate receptor
173	86.76	cp	BRD-K39983086	loteprednol	Glucocorticoid receptor agonist
174	86.76	cp	BRD-A50684349	fenoldopam	Dopamine receptor agonist
175	86.65	kd	CGS001-4704	NDUFA9	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
176	86.52	cp	BRD-K21680192	mitoxantrone	Topoisomerase inhibitor
177	86.5	kd	CGS001-36	ACADSB	-
178	86.48	cp	BRD-K99749624	linifanib	PDGFR receptor inhibitor
179	86.46	kd	CGS001-515	ATP5F1	ATPases / F-type
180	86.41	oe	ccsbBroad304_06450	ILK	Ankyrin repeat domain containing
181	86.4	cp	BRD-K49890030	gavestinel	Glutamate receptor antagonist
182	86.37	kd	CGS001-79716	NPEPL1	Leucyl aminopeptidase
183	86.34	cp	BRD-K87909389	alvocidib	CDK inhibitor
184	86.32	cp	BRD-K04548931	pidorubicine	Topoisomerase inhibitor
185	86.24	cp	BRD-K64606589	apicidin	HDAC inhibitor
186	86.09	kd	CGS001-5910	RAP1GDS1	Armadillo repeat containing
187	86.06	kd	CGS001-55837	EAPP	-
188	86.01	kd	CGS001-80854	SETD7	Histone methyltransferases (HMTs)
189	86.01	kd	CGS001-4791	NFKB2	NFkappaB transcription factor family
190	85.96	cp	BRD-K52075715	oxibendazole	Tubulin inhibitor
191	85.92	oe	ccsbBroad304_10484	ZNF707	Zinc fingers, C2H2-type
192	85.82	kd	CGS001-7486	WRN	-
193	85.75	oe	ccsbBroad304_06617	NASP	Tetratricopeptide (TTC) repeat domain containing
194	85.71	kd	CGS001-64116	SLC39A8	SLC39 family of metal ion transporters
195	85.69	cc		C2 domain containing LOF	-
196	85.69	kd	CGS001-10928	RALBP1	-
197	85.68	oe	ccsbBroad304_00843	IL1B	Interleukins and interleukin receptors
198	85.47	cp	BRD-K36737713	AG-957	Protein tyrosine kinase inhibitor
199	85.43	kd	CGS001-7335	UBE2V1	Ubiquitin-conjugating enzymes E2
200	85.43	kd	CGS001-27430	MAT2B	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
201	85.42	oe	ccsbBroad304_06558	MAOB	Catecholamine turnover
202	85.35	cp	BRD-A77118605	BML-ST330	Phospholipase inhibitor
203	85.35	oe	ccsbBroad304_06974	SLC22A5	Organic zwitterions/cation transporters (OCTN)
204	85.31	kd	CGS001-10465	PPIH	-
205	85.3	cp	BRD-A47706533	L-BSO	Glutathione transferase inhibitor
206	85.26	oe	ccsbBroad304_09578	PASD1	-
207	85.21	oe	ccsbBroad304_07064	TH	Amino acid hydroxylases
208	85.07	cp	BRD-K68246049	TTNPB	Retinoid receptor agonist
209	84.98	cp	BRD-K56614220	clofazimine	GK0582 inhibitor
210	84.97	oe	ccsbBroad304_09036	WDR61	WD repeat domain containing
211	84.97	kd	CGS001-182	JAG1	CD molecules
212	84.88	kd	CGS001-472	ATM	Other PIKK family kinases
213	84.88	kd	CGS001-1495	CTNNA1	Catenins
214	84.75	kd	CGS001-79088	ZNF426	Zinc fingers, C2H2-type
215	84.7	kd	CGS001-54469	ZFAND6	Zinc fingers, AN1-type domain containing
216	84.57	kd	CGS001-5825	ABCD3	ATP binding cassette transporters / subfamily D
217	84.51	cp	BRD-K80315159	DPPE	Histamine receptor antagonist
218	84.43	cp	BRD-K33583600	isoliquiritigenin	Guanylate cyclase activator
219	84.43	kd	CGS001-60468	BACH2	BTB/POZ domain containing
220	84.42	cp	BRD-K67977190	eprosartan	Angiotensin receptor antagonist
221	84.41	kd	CGS001-84823	LMNB2	Intermediate filaments type V, lamins
222	84.34	cp	BRD-K43887077	dopamine	Dopamine receptor agonist
223	84.32	kd	CGS001-9710	KIAA0355	-
224	84.13	oe	ccsbBroad304_00510	EPHX2	-
225	83.68	kd	CGS001-8848	TSC22D1	-
226	83.61	oe	ccsbBroad304_01566	SNRPA	RNA binding motif (RRM) containing
227	83.59	cp	BRD-K11927976	ER-27319	Mediator release inhibitor
228	83.49	kd	CGS001-9276	COPB2	WD repeat domain containing
229	83.4	kd	CGS001-648	BMI1	Polycomb group ring fingers
230	83.23	kd	CGS001-190	NR0B1	DAX-like receptors
231	83.23	kd	CGS001-11019	LIAS	-
232	83.23	oe	ccsbBroad304_02295	PIGK	Phosphatidylinositol glycan anchor biosynthesis
233	83.04	cp	BRD-K22503835	scriptaid	HDAC inhibitor
234	83.04	cp	BRD-K84709232	caffeic-acid	Lipoxygenase inhibitor
235	83.02	cp	BRD-K79404599	enzastaurin	PKC inhibitor
236	82.95	oe	ccsbBroad304_00839	IGFBP6	insulin-like growth factor (IGF) binding proteins
237	82.9	kd	CGS001-7360	UGP2	-
238	82.83	oe	ccsbBroad304_03580	ABCF3	ATP binding cassette transporters / subfamily F
239	82.83	cp	BRD-K03670461	tyrphostin-AG-82	EGFR inhibitor
240	82.65	oe	ccsbBroad304_01579	SOX2	SRY (sex determining region Y)-boxes
241	82.51	cp	BRD-K62858456	lomerizine	Calcium channel blocker
242	82.47	kd	CGS001-4837	NNMT	-
243	82.31	cp	BRD-A20697603	thiostrepton	FOXM1 inhibitor
244	82.16	oe	ccsbBroad304_04947	DYNLL2	Cytoplasmic dyneins
245	82.09	kd	CGS001-11015	KDELR3	-
246	81.94	cp	BRD-K17823458	danoprevir	HCV inhibitor
247	81.93	oe	ccsbBroad304_01615	SULT1A2	Sulfotransferases, cytosolic
248	81.92	kd	CGS001-29105	C16ORF80	-
249	81.9	cp	BRD-K29530284	amlexanox	Histamine receptor modulator
250	81.88	cc		HDAC inhibitor	-
251	81.81	cp	BRD-K72783841	tyrphostin-AG-555	EGFR inhibitor
252	81.61	kd	CGS001-7554	ZNF8	Zinc fingers, C2H2-type
253	81.6	cp	BRD-A02333338	cyclopamine	Smoothened receptor antagonist
254	81.55	kd	CGS001-2828	GPR4	GPCR / Class A : Orphans
255	81.53	kd	CGS001-5223	PGAM1	-
256	81.53	kd	CGS001-4916	NTRK3	Type VII RTKs: Neurotrophin receptor/Trk family
257	81.36	kd	CGS001-6309	SC5DL	-
258	81.28	oe	ccsbBroad304_05313	NUDT14	Nudix motif containing
259	81.27	cp	BRD-K82795137	loratadine	Histamine receptor antagonist
260	81.22	kd	CGS001-79727	LIN28A	Zinc fingers, CCHC domain containing
261	81.21	cp	BRD-K61323504	SB-225002	CC chemokine receptor antagonist
262	81	oe	ccsbBroad304_02922	TES	-
263	81	kd	CGS001-2287	FKBP3	-
264	80.91	cp	BRD-K09635134	l-erythro-MAPP	negative control for D-erythro-MAPP
265	80.89	oe	ccsbBroad304_03396	FGFRL1	Immunoglobulin superfamily / I-set domain containing
266	80.88	kd	CGS001-27095	TRAPPC3	Trafficking protein particle complex
267	80.77	oe	ccsbBroad304_01351	PEX19	-
268	80.77	cp	BRD-A73741725	exemestane	Aromatase inhibitor
269	80.69	kd	CGS001-5495	PPM1B	Serine/threonine phosphatases / Protein phosphatases, Mg2+/Mn2+ dependent
270	80.5	oe	ccsbBroad304_09983	ZNF454	Zinc fingers, C2H2-type
271	80.48	kd	CGS001-975	CD81	CD molecules
272	80.42	oe	ccsbBroad304_00112	ASNA1	-
273	80.37	cp	BRD-K36529613	PU-H71	HSP inhibitor
274	80.23	cp	BRD-A63667919	methylergometrine	Dopamine receptor antagonist
275	80.06	cp	BRD-A74771556	nikkomycin	Chitin inhibitor
276	80.06	cp	BRD-K22828899	TUL-XXI039	Serine/threonine kinase inhibitor
277	79.81	kd	CGS001-22949	PTGR1	-
278	79.65	oe	ccsbBroad304_03118	NRBP1	NRBP family
279	79.58	kd	CGS001-5723	PSPH	-
280	79.2	cp	BRD-K64800655	PHA-793887	CDK inhibitor
281	79.18	cp	BRD-K12867552	THM-I-94	HDAC inhibitor
282	79.14	cp	BRD-K76133116	benzydamine	Membrane integrity inhibitor
283	79.12	oe	ccsbBroad304_01320	PSMD4	Proteasome (prosome, macropain) subunits
284	79.1	cp	BRD-K28183345	proguanil	Dihydrofolate reductase inhibitor
285	79.03	kd	CGS001-2562	GABRB3	GABA receptors
286	79	kd	CGS001-3576	IL8	-
287	78.99	cp	BRD-K18135438	chenodeoxycholic-acid	11-beta-HSD1 inhibitor
288	78.92	oe	ccsbBroad304_01373	RAN	-
289	78.85	kd	CGS001-978	CDA	-
290	78.82	kd	CGS001-26054	SENP6	Ulp1 endopeptidase
291	78.77	oe	ccsbBroad304_06671	OPA1	-
292	78.76	kd	CGS001-3312	HSPA8	Heat shock proteins / HSP70
293	78.75	cp	BRD-K77390737	xanthohumol	ATPase inhibitor
294	78.6	kd	CGS001-1213	CLTC	-
295	78.55	kd	CGS001-21	ABCA3	ATP binding cassette transporters / subfamily A
296	78.4	cp	BRD-A82096673	KU-C103428N	CDC inhibitor
297	78.25	cp	BRD-K84955386	hyperoside	Glucosidase inhibitor
298	78.18	oe	ccsbBroad304_06597	MSX2	Homeoboxes / ANTP class : NKL subclass
299	78.07	cp	BRD-K64881305	ispinesib	Kinesin-like spindle protein inhibitor
300	77.92	oe	ccsbBroad304_06998	SRPK1	SRPK family
301	77.81	cp	BRD-K13356952	methazolamide	Carbonic anhydrase inhibitor
302	77.58	oe	ccsbBroad304_00652	GNAS	-
303	77.52	oe	ccsbBroad304_07220	CDC45	-
304	77.38	cp	BRD-K13725475	rhodomyrtoxin	Cytotoxic agent
305	77.27	cp	BRD-K51730347	diphencyprone	Immunostimulant
306	77.12	cp	BRD-K81418486	vorinostat	HDAC inhibitor
307	77.09	oe	ccsbBroad304_00648	GLRX	-
308	77.07	kd	CGS001-7090	TLE3	WD repeat domain containing
309	76.99	cp	BRD-K91623615	ABT-751	Tubulin inhibitor
310	76.94	oe	ccsbBroad304_06211	FGFR2	Type V RTKs: FGF (fibroblast growth factor) receptor family
311	76.9	kd	CGS001-3980	LIG3	-
312	76.84	kd	CGS001-7597	ZBTB25	BTB/POZ domain containing
313	76.84	kd	CGS001-117154	DACH2	-
314	76.76	oe	ccsbBroad304_00249	CD14	CD molecules
315	76.73	cp	BRD-K47943470	tyrphostin-51	EGFR inhibitor
316	76.72	kd	CGS001-4016	LOXL1	-
317	76.42	oe	ccsbBroad304_01238	POLR2D	RNA polymerase subunits
318	76.39	cp	BRD-K95899059	LY-344864	Serotonin receptor agonist
319	76.38	kd	CGS001-56998	CTNNBIP1	Catenins
320	76.37	cp	BRD-K28761384	zuclopenthixol	Dopamine receptor antagonist
321	76.36	cp	BRD-K00615600	AG-14361	PARP inhibitor
322	76.25	kd	CGS001-10987	COPS5	-
323	76.2	oe	ccsbBroad304_00865	ILF2	-
324	76.19	oe	ccsbBroad304_01454	RPS15A	S ribosomal proteins
325	76.15	cp	BRD-A79237180	ascorbic-acid	Antioxidant
326	75.95	oe	ccsbBroad304_03573	BRF2	-
327	75.84	oe	ccsbBroad304_03382	ZAK	MLK subfamily
328	75.8	kd	CGS001-7389	UROD	-
329	75.73	kd	CGS001-6240	RRM1	Ribonucleoside-diphosphate reductases
330	75.73	kd	CGS001-10574	CCT7	Heat Shock Proteins / Chaperonins
331	75.71	oe	ccsbBroad304_03071	CHMP4A	Charged multivesicular body proteins
332	75.62	kd	CGS001-8453	CUL2	-
333	75.49	kd	CGS001-2954	GSTZ1	Glutathione S-transferases / Soluble
334	75.23	kd	CGS001-57117	INTS12	Zinc fingers, PHD-type
335	75.22	cp	BRD-K10974103	diloxanide	Protein synthesis inhibitor
336	75.2	oe	ccsbBroad304_07097	TRAF1	-
337	75.17	cp	BRD-K52397688	amperozide	Dopamine receptor antagonist
338	75.09	kd	CGS001-8566	PDXK	-
339	75.08	kd	CGS001-8870	IER3	-
340	75.07	kd	CGS001-5684	PSMA3	Proteasome subunits
341	74.94	cp	BRD-A26032986	zaldaride	Calmodulin antagonist
342	74.8	cp	BRD-A59808129	guggulsterone	Cholesterol inhibitor
343	74.79	cp	BRD-K51967704	BIIB021	HSP inhibitor
344	74.75	kd	CGS001-109	ADCY3	Adenylyl cyclases
345	74.73	cp	BRD-K49328571	dasatinib	BCR-ABL kinase inhibitor
346	74.44	kd	CGS001-4706	NDUFAB1	Mitochondrial respiratory chain complex / Complex I
347	74.43	cp	BRD-K21667562	AM-404	Cyclooxygenase inhibitor
348	74.39	cp	BRD-K68190965	GR-46611	Serotonin receptor agonist
349	74.39	cp	BRD-A25234499	aminoglutethimide	Glucocorticoid receptor antagonist
350	74.38	kd	CGS001-3725	JUN	basic leucine zipper proteins
351	74.28	cp	BRD-A43671941	oxprenolol	Adrenergic receptor antagonist
352	74.25	cp	BRD-K68997413	PF-3845	FAAH inhibitor
353	74.22	cp	BRD-A55913614	primaquine	Antimalarial
354	74.22	cp	BRD-K04877770	FTase-inhibitor-B581	Farnesyltransferase inhibitor
355	74.18	oe	ccsbBroad304_00632	GGCX	Carboxylases
356	74.16	kd	CGS001-29775	CARD10	-
357	74.15	cp	BRD-K56957086	dacinostat	HDAC inhibitor
358	74.04	cp	BRD-K73395020	SA-1478088	-666
359	73.96	cp	BRD-K56064827	EI-273	PKC inhibitor
360	73.95	kd	CGS001-2230	FDX1	-
361	73.93	cp	BRD-A61858259	CAY-10415	Insulin sensitizer
362	73.86	kd	CGS001-79850	FAM57A	-
363	73.75	cp	BRD-K49810818	sorafenib	FLT3 inhibitor
364	73.3	oe	ccsbBroad304_05787	ADRBK1	BARK/GRK2 subfamily
365	73.17	cp	BRD-A55815733	phylloquinone	Vitamin K
366	73.07	oe	ccsbBroad304_01284	PRKCZ	Iota subfamily
367	73.01	oe	ccsbBroad304_00756	HMGCS2	Lanosterol biosynthesis pathway
368	72.9	oe	ccsbBroad304_07217	AXIN2	-
369	72.87	kd	CGS001-2113	ETS1	ETS Transcription Factors
370	72.83	cp	BRD-A72711497	lasalocid	Bacterial permeability inducer
371	72.73	cp	BRD-K94832621	Y-134	Estrogen receptor antagonist
372	72.72	cp	BRD-K35573744	erbstatin-analog	EGFR inhibitor
373	72.4	cp	BRD-K79090631	CGP-60474	CDK inhibitor
374	72.36	oe	ccsbBroad304_03179	BOLA1	-
375	72.33	cp	BRD-K11630072	carmofur	Thymidylate synthase inhibitor
376	72.31	kd	CGS001-3613	IMPA2	Inositol monophosphatase
377	72.24	kd	CGS001-863	CBFA2T3	A-kinase anchor proteins
378	72.19	oe	ccsbBroad304_03785	INTS12	Zinc fingers, PHD-type
379	72.14	cp	BRD-K68507560	dicycloverine	Acetylcholine receptor antagonist
380	72.1	kd	CGS001-6647	SOD1	-
381	72.09	cp	BRD-K16554956	PTB1	AMPK activator
382	72.04	oe	ccsbBroad304_06004	CKB	-
383	72.04	cp	BRD-A13084692	troglitazone	Insulin sensitizer
384	71.97	oe	ccsbBroad304_00175	ZFP36L1	RING-type (C3HC4) zinc fingers
385	71.92	oe	ccsbBroad304_01267	PPP4C	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
386	71.88	oe	ccsbBroad304_05823	ANXA2	Annexins
387	71.86	kd	CGS001-7057	THBS1	-
388	71.78	oe	ccsbBroad304_01673	TIMP3	-
389	71.73	oe	ccsbBroad304_07888	CBX6	-
390	71.68	oe	ccsbBroad304_02964	TIMM9	-
391	71.64	kd	CGS001-462	SERPINC1	Serine (or cysteine) peptidase inhibitors
392	71.6	cp	BRD-K64857848	XMD-885	Leucine rich repeat kinase inhibitor
393	71.55	kd	CGS001-29074	MRPL18	Mitochondrial ribosomal proteins / large subunits
394	71.35	cp	BRD-K05396879	15-delta-prostaglandin-j2	PPAR receptor agonist
395	71.28	cp	BRD-K15933101	ropinirole	Dopamine receptor agonist
396	71.25	oe	ccsbBroad304_06401	HRH1	Histamine receptors
397	71.24	cp	BRD-K19309090	SR-95639A	Acetylcholine receptor agonist
398	71.17	kd	CGS001-9975	NR1D2	Rev-Erb receptors
399	71.1	cp	BRD-K63195589	tipifarnib	Farnesyltransferase inhibitor
400	71.09	kd	CGS001-8803	SUCLA2	-
