Rank	Score	Type	ID	Name	Description
87	93.37	cp	BRD-K73589491	nizatidine	Histamine receptor antagonist
88	93.34	kd	CGS001-6883	TAF12	-
89	93.24	kd	CGS001-5859	QARS	Aminoacyl tRNA synthetases / Class I
90	93.04	cp	BRD-K79437791	acetyl-farnesyl-cysteine	Inhibitor of methylation of endogenous isoprenylated proteins
91	92.9	cp	BRD-K62858456	lomerizine	Calcium channel blocker
92	92.84	oe	ccsbBroad304_06317	GPR26	GPCR / Class A : Orphans
93	92.83	kd	CGS001-4507	MTAP	-
94	92.82	cp	BRD-K83963101	MLN-8054	Aurora kinase inhibitor
95	92.81	cp	BRD-K39944607	ochratoxin-a	Phenylalanyl tRNA synthetase inhibitor
96	92.8	cp	BRD-K47943470	tyrphostin-51	EGFR inhibitor
97	92.76	oe	ccsbBroad304_01658	PRDX2	-
98	92.68	oe	ccsbBroad304_02322	ZNF263	Zinc fingers, C2H2-type
99	92.63	oe	ccsbBroad304_03696	C19ORF10	-
100	92.57	oe	ccsbBroad304_01998	ABCC3	ATP binding cassette transporters / subfamily C
101	92.55	cp	BRD-K00615600	AG-14361	PARP inhibitor
102	92.53	cp	BRD-A74771556	nikkomycin	Chitin inhibitor
103	92.41	cp	BRD-A71765365	mepireserpate	Catecholamine depleting sympatholytic
104	92.39	oe	ccsbBroad304_05142	OLIG3	Basic helix-loop-helix proteins
105	92.38	oe	ccsbBroad304_02922	TES	-
106	92.37	oe	ccsbBroad304_02601	RAB31	RAB, member RAS oncogene
107	92.35	oe	ccsbBroad304_06055	CSNK1A1	Casein kinase 1 (CK1) family
108	92.35	cp	BRD-K02123250	JNJ-38877605	Tyrosine kinase inhibitor
109	92.12	oe	ccsbBroad304_03707	PCDHA10	Cadherins / Protocadherins : Clustered
110	91.99	cp	BRD-K47693913	evoxine	Furoquinoline alkaloid
111	91.74	cp	BRD-K28143534	cyproheptadine	Histamine receptor antagonist
112	91.62	oe	ccsbBroad304_05135	PARP15	-
113	91.42	cp	BRD-K06753942	nobiletin	MEK inhibitor
114	91.37	kd	CGS001-2098	ESD	-
115	91.27	oe	ccsbBroad304_04933	GPR119	GPCR / Class A : Orphans
116	91.1	kd	CGS001-2959	GTF2B	General transcription factors
117	90.94	cp	BRD-K91601245	mercaptopurine	Immunosuppressant
118	90.85	oe	ccsbBroad304_03305	ANAPC5	Anaphase promoting complex subunits
119	90.82	kd	CGS001-2677	GGCX	Carboxylases
120	90.78	oe	ccsbBroad304_03155	DHH	-
121	90.72	cp	BRD-K36740062	GSK-1070916	Aurora kinase inhibitor
122	90.32	kd	CGS001-79600	TCTN1	Tectonic proteins
123	90.13	cp	BRD-K48722258	dilazep	Adenosine reuptake inhibitor
124	90.08	cp	BRD-K59650319	YM-298198	Glutamate receptor antagonist
125	90.06	cp	BRD-A77291778	cyclopentolate	Acetylcholine receptor antagonist
126	90.06	kd	CGS001-8731	RNMT	-
127	89.98	oe	ccsbBroad304_01536	SIM2	Basic helix-loop-helix proteins
128	89.97	cp	BRD-K87573634	propylpyrazole	Estrogen receptor agonist
129	89.91	oe	ccsbBroad304_01292	EIF2AK2	Other PEK family kinases
130	89.9	kd	CGS001-23077	MYCBP2	-
131	89.87	oe	ccsbBroad304_07617	HMGN4	High-mobility group / Canonical
132	89.81	cp	BRD-A75552914	isoxicam	Cyclooxygenase inhibitor
133	89.72	cp	BRD-A09467419	mebeverine	Acetylcholine receptor antagonist
134	89.65	kd	CGS001-56616	DIABLO	-
135	89.62	oe	ccsbBroad304_06398	HPN	Serine peptidases / Transmembrane
136	89.61	kd	CGS001-55504	TNFRSF19	Tumour necrosis factor (TNF) receptor family
137	89.47	oe	ccsbBroad304_11796	ULK3	Unc-51-like kinase (ULK) family
138	89.45	cp	BRD-A41692738	TGX-221	PI3K inhibitor
139	89.42	kd	CGS001-2834	PRLHR	GPCR / Class A : RF amide peptide receptors
140	89.39	kd	CGS001-4154	MBNL1	Zinc fingers, CCCH-type domain containing
141	89.32	kd	CGS001-29116	MYLIP	-
142	89.31	cp	BRD-K20655524	mefexamide	Psychoactive drug
143	89.28	cp	BRD-K35458079	edaravone	Nootropic agent
144	89.28	kd	CGS001-7481	WNT11	Wingless-type MMTV integration sites
145	89.28	kd	CGS001-4708	NDUFB2	Mitochondrial respiratory chain complex / Complex I
146	89.23	cp	BRD-A16665823	butoconazole	Bacterial cell wall synthesis inhibitor
147	89.2	oe	ccsbBroad304_03413	SLC38A2	System A-like transporters
148	88.93	oe	ccsbBroad304_09254	PAQR8	-
149	88.84	cp	BRD-K64800655	PHA-793887	CDK inhibitor
150	88.62	cp	BRD-K32501161	vanoxerine	Dopamine uptake inhibitor
151	88.58	cp	BRD-K56334280	amonafide	Topoisomerase inhibitor
152	88.53	oe	ccsbBroad304_04095	CHMP6	Charged multivesicular body proteins
153	88.5	cp	BRD-A43082555	loxoprofen	Cyclooxygenase inhibitor
154	88.46	cp	BRD-K41859756	NVP-AUY922	HSP inhibitor
155	88.42	kd	CGS001-874	CBR3	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
156	88.36	cp	BRD-K17743697	KB-R7943	Sodium/calcium exchange inhibitor
157	88.36	kd	CGS001-10123	ARL4C	ADP-ribosylation factors
158	88.29	cp	BRD-K66206289	lobeline	Acetylcholine receptor antagonist
159	88.29	cp	BRD-K14993104	bemegride	Chemoreceptor agonist
160	88.27	oe	ccsbBroad304_00797	HSPA2	Heat shock proteins / HSP70
161	88.15	cp	BRD-K22878149	SB-205607	Delta 1 opioid receptor agonist
162	88.15	kd	CGS001-8714	ABCC3	ATP binding cassette transporters / subfamily C
163	88.03	kd	CGS001-50943	FOXP3	Forkhead boxes
164	87.97	cp	BRD-A04756508	norgestimate	Progesterone receptor agonist
165	87.78	kd	CGS001-8891	EIF2B3	-
166	87.76	cp	BRD-K57926513	tyrphostin-AG-1295	PDGFR receptor inhibitor
167	87.71	kd	CGS001-23161	SNX13	Sorting nexins
168	87.65	kd	CGS001-57167	SALL4	Zinc fingers, C2H2-type
169	87.58	kd	CGS001-2768	GNA12	-
170	87.38	cp	BRD-K60174629	z-prolyl-prolinal	Prolyl endopeptidase inhibitor
171	87.26	kd	CGS001-5610	EIF2AK2	Other PEK family kinases
172	87.14	kd	CGS001-51015	ISOC1	-
173	87.1	kd	CGS001-114904	C1QTNF6	-
174	87.1	kd	CGS001-64343	AZI2	-
175	87.09	cp	BRD-K03406345	azacitidine	DNA methyltransferase inhibitor
176	87.05	kd	CGS001-9641	IKBKE	IKK family
177	87.02	cp	BRD-K19220233	JNK-9L	JNK inhibitor
178	86.97	kd	CGS001-4363	ABCC1	ATP binding cassette transporters / subfamily C
179	86.91	kd	CGS001-117154	DACH2	-
180	86.9	oe	ccsbBroad304_03161	FOXP3	Forkhead boxes
181	86.9	cp	BRD-K55034111	pefloxacin	Bacterial DNA gyrase inhibitor
182	86.89	oe	ccsbBroad304_07136	WNT9A	Wingless-type MMTV integration sites
183	86.86	kd	CGS001-9324	HMGN3	High-mobility group / Canonical
184	86.86	kd	CGS001-468	ATF4	basic leucine zipper proteins
185	86.82	cp	BRD-K93280214	gabazine	GABA receptor antagonist
186	86.76	kd	CGS001-6822	SULT2A1	Sulfotransferases, cytosolic
187	86.73	oe	ccsbBroad304_07889	QPRT	-
188	86.73	cp	BRD-A76279427	myriocin	Serine palmitoyltransferase inhibitor
189	86.67	cp	BRD-A47706533	L-BSO	Glutathione transferase inhibitor
190	86.66	oe	ccsbBroad304_06236	XRCC6	XRCC DNA Repair
191	86.63	kd	CGS001-663	BNIP2	-
192	86.61	cp	BRD-K60219430	serdemetan	MDM inhibitor
193	86.58	oe	ccsbBroad304_00929	LBR	Tudor domain containing
194	86.51	cp	BRD-K98763141	niflumic-acid	Cyclooxygenase inhibitor
195	86.49	kd	CGS001-2810	SFN	-
196	86.44	kd	CGS001-571	BACH1	BTB/POZ domain containing
197	86.42	oe	ccsbBroad304_00527	F2RL1	GPCR / Class A : Protease activated receptors
198	86.35	kd	CGS001-22937	SCAP	WD repeat domain containing
199	86.31	oe	ccsbBroad304_00421	DAPK1	Death-associated kinase (DAPK) family
200	86.27	kd	CGS001-9014	TAF1B	-
201	86.19	oe	ccsbBroad304_05817	ANPEP	Aminopeptidase N
202	86.12	kd	CGS001-1386	ATF2	basic leucine zipper proteins
203	86.07	oe	ccsbBroad304_01584	SPARC	-
204	86.04	kd	CGS001-238	ALK	Leukocyte tyrosine kinase (LTK) receptor family
205	86.03	oe	ccsbBroad304_02964	TIMM9	-
206	85.88	kd	CGS001-7693	ZNF134	Zinc fingers, C2H2-type
207	85.84	kd	CGS001-1009	CDH11	Cadherins / Major cadherins
208	85.73	kd	CGS001-342926	ZNF677	Zinc fingers, C2H2-type
209	85.6	cp	BRD-K25310650	ormetoprim	Bacterial antifolate
210	85.54	oe	ccsbBroad304_01350	PVRL2	Immunoglobulin superfamily / C2-set domain containing
211	85.46	kd	CGS001-2230	FDX1	-
212	85.44	cp	BRD-K71823332	epothilone-a	Microtubule stabilizing agent
213	85.42	oe	ccsbBroad304_01164	PDHB	-
214	85.38	kd	CGS001-5910	RAP1GDS1	Armadillo repeat containing
215	85.18	oe	ccsbBroad304_04309	HDAC10	Histone deacetylases
216	85.17	cp	BRD-A83937277	mephenytoin	Hydantoin antiepileptic
217	85.01	oe	ccsbBroad304_03917	RBKS	-
218	84.91	oe	ccsbBroad304_07596	DLC1	Rho GTPase activating proteins
219	84.89	cp	BRD-A48570745	ivermectin	GABA receptor agonist
220	84.82	oe	ccsbBroad304_01259	PPP1CC	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
221	84.79	cp	BRD-K29668683	BD-1063	Sigma receptor antagonist
222	84.76	oe	ccsbBroad304_06609	MYL6	EF-hand domain containing
223	84.73	oe	ccsbBroad304_03005	HCAR1	GPCR / Class A : Hydroxy-carboxylic acid receptors
224	84.73	kd	CGS001-6204	RPS10	S ribosomal proteins
225	84.6	oe	ccsbBroad304_04191	NAA50	N(alpha)-acetyltransferase subunits
226	84.53	cp	BRD-K44876623	zolpidem	Benzodiazepine receptor agonist
227	84.5	oe	ccsbBroad304_05560	AMIGO3	Immunoglobulin superfamily / Immunoglobulin-like domain containing
228	84.41	kd	CGS001-29956	CERS2	Homeoboxes / CERS class
229	84.4	oe	ccsbBroad304_00269	CD97	Adhesion Class GPCRs
230	84.38	oe	ccsbBroad304_03936	PJA1	RING-type (C3HC4) zinc fingers
231	84.32	kd	CGS001-2730	GCLM	-
232	84.28	oe	ccsbBroad304_06678	OTX1	Homeoboxes / PRD class
233	84.27	cp	BRD-K12502280	TG-101348	FLT3 inhibitor
234	84.26	cp	BRD-K04210847	tamoxifen	Estrogen receptor antagonist
235	84.26	kd	CGS001-79088	ZNF426	Zinc fingers, C2H2-type
236	84.24	cp	BRD-K56343971	vemurafenib	RAF inhibitor
237	84.12	kd	CGS001-5031	P2RY6	GPCR / Class A : Purinergic receptors, P2Y
238	84.11	cp	BRD-K30480208	torasemide	Electrolyte reabsorption inhibitor
239	83.91	cp	BRD-A66927094	nemonapride	Dopamine receptor antagonist
240	83.86	kd	CGS001-59286	UBL5	-
241	83.85	oe	ccsbBroad304_01240	POLR2F	RNA polymerase subunits
242	83.77	kd	CGS001-9831	ZNF623	Zinc fingers, C2H2-type
243	83.77	kd	CGS001-1951	CELSR3	Cadherins / Major cadherins
244	83.57	oe	ccsbBroad304_06694	SERPINA5	Serine (or cysteine) peptidase inhibitors
245	83.46	kd	CGS001-975	CD81	CD molecules
246	83.38	oe	ccsbBroad304_03903	ABHD4	Abhydrolase domain containing
247	83.33	oe	ccsbBroad304_03806	MCOLN1	Voltage-gated ion channels / Transient receptor potential cation channels
248	83.3	kd	CGS001-6535	SLC6A8	GABA transporter subfamily
249	83.3	kd	CGS001-3397	ID1	Basic helix-loop-helix proteins
250	83.26	cp	BRD-K02227374	milnacipran	Serotonin reuptake inhibitor
251	83.25	oe	ccsbBroad304_13903	MTAP	-
252	83.19	cp	BRD-K83794624	pirarubicin	Topoisomerase inhibitor
253	83.18	cp	BRD-K15715913	fluperlapine	Serotonin receptor antagonist
254	83.04	oe	ccsbBroad304_03469	ANKRD49	Ankyrin repeat domain containing
255	82.94	oe	ccsbBroad304_01215	PLAUR	CD molecules
256	82.87	kd	CGS001-3601	IL15RA	IL-2 receptor family
257	82.72	kd	CGS001-57147	SCYL3	-
258	82.67	oe	ccsbBroad304_01090	NFE2L2	basic leucine zipper proteins
259	82.67	cp	BRD-A07395371	esmolol	Adrenergic receptor antagonist
260	82.64	cp	BRD-A61858259	CAY-10415	Insulin sensitizer
261	82.56	kd	CGS001-337867	UBAC2	-
262	82.49	oe	ccsbBroad304_00509	EPHX1	-
263	82.49	oe	ccsbBroad304_05907	BUB1B	Bub family
264	82.25	kd	CGS001-10558	SPTLC1	Serine palmitoyltransferase
265	82.24	oe	ccsbBroad304_03533	CDCA8	-
266	82.21	cp	BRD-A80775386	hyperforin	Cyclooxygenase inhibitor
267	82.17	cp	BRD-A30435184	metergoline	Dopamine receptor agonist
268	82.15	kd	CGS001-121549	ASCL4	Basic helix-loop-helix proteins
269	82.14	kd	CGS001-4245	MGAT1	-
270	82.11	cp	BRD-A99177642	deltaline	Acetylcholine receptor antagonist
271	82.08	kd	CGS001-1455	CSNK1G2	Casein kinase 1 (CK1) family
272	81.93	cp	BRD-K46742498	alosetron	Serotonin receptor antagonist
273	81.86	oe	ccsbBroad304_07147	ZNF8	Zinc fingers, C2H2-type
274	81.8	oe	ccsbBroad304_07008	STAT5A	SH2 domain containing
275	81.72	kd	CGS001-821	CANX	-
276	81.71	cp	BRD-K02953697	naringin	Cytochrome P450 inhibitor
277	81.65	cp	BRD-K65285700	BRD-K65285700	Cannabinoid receptor agonist
278	81.64	kd	CGS001-51569	UFM1	-
279	81.56	kd	CGS001-716	C1S	Complement system
280	81.53	kd	CGS001-36	ACADSB	-
281	81.42	cp	BRD-A54029483	IRL-2500	Endothelin receptor antagonist
282	81.4	cp	BRD-K46056750	AZD-7762	CHK inhibitor
283	81.32	cp	BRD-K91900765	VX-745	p38 MAPK inhibitor
284	81.28	kd	CGS001-23028	KDM1A	Histone demethylase
285	81.23	kd	CGS001-3912	LAMB1	Laminins
286	81.14	cp	BRD-K45988865	tetramethylsilane	Internal standard for NMR spectroscopy
287	81.12	cp	BRD-K26863634	BIX-01338	Histone lysine methyltransferase inhibitor
288	81.12	kd	CGS001-10390	CEPT1	-
289	81.06	cp	BRD-K96134740	kitasamycin	Protein synthesis inhibitor
290	80.99	cp	BRD-K56001384	antimycin-a	ATP synthase inhibitor
291	80.89	cp	BRD-A50675702	fipronil	GABA gated chloride channel blocker
292	80.81	kd	CGS001-440	ASNS	-
293	80.77	oe	ccsbBroad304_06349	HAGH	-
294	80.56	cp	BRD-K46384212	o-3M3FBS	phospholipase activator
295	80.41	cp	BRD-K74913225	brinzolamide	Carbonic anhydrase inhibitor
296	80.41	oe	ccsbBroad304_07780	POLG2	DNA polymerases
297	80.39	oe	ccsbBroad304_06778	PROC	Endogenous ligands
298	80.3	cp	BRD-K08273968	griseofulvin	Tubulin inhibitor
299	80.17	kd	CGS001-91464	ISX	Homeoboxes / PRD class
300	80.14	kd	CGS001-5029	P2RY2	GPCR / Class A : Purinergic receptors, P2Y
301	80.13	kd	CGS001-23530	NNT	-
302	79.97	cp	BRD-K28806945	L-750667	Dopamine receptor antagonist
303	79.93	cp	BRD-A42423104	benproperine	Antitussive
304	79.82	oe	ccsbBroad304_01825	SLC30A2	SLC30 zinc transporter family
305	79.76	cp	BRD-K61480498	epoxycholesterol	LXR agonist
306	79.73	cp	BRD-K95202259	ML-3163	p38 MAPK inhibitor
307	79.66	kd	CGS001-7082	TJP1	-
308	79.57	kd	CGS001-26054	SENP6	Ulp1 endopeptidase
309	79.53	cp	BRD-K50891186	GR-103691	Dopamine receptor antagonist
310	79.5	cp	BRD-K82143716	flucytosine	Antifungal
311	79.46	kd	CGS001-2853	GPR31	GPCR / Class A : Orphans
312	79.42	oe	ccsbBroad304_07709	AFG3L2	ATPases / AAA-type
313	79.28	kd	CGS001-221393	GPR115	Adhesion Class GPCRs
314	79.04	cp	BRD-A74980173	gatifloxacin	Bacterial DNA gyrase inhibitor
315	79	kd	CGS001-3586	IL10	Interleukins and interleukin receptors
316	78.9	cp	BRD-K36377456	marmesin	Angiogenesis inhibitor
317	78.86	kd	CGS001-80306	MED28	-
318	78.84	oe	ccsbBroad304_02128	GPR55	GPCR / Class A : Orphans
319	78.62	kd	CGS001-1184	CLCN5	Ion channels / Chloride channels : Voltage-sensitive
320	78.6	cp	BRD-K94832621	Y-134	Estrogen receptor antagonist
321	78.55	cp	BRD-K95655893	MAZ-51	VEGFR inhibitor
322	78.55	kd	CGS001-3957	LGALS2	Lectins, galactoside-binding
323	78.52	oe	ccsbBroad304_03934	LEPRE1	-
324	78.5	cp	BRD-K67352070	TC-2559	Acetylcholine receptor agonist
325	78.42	kd	CGS001-7099	TLR4	Toll-like receptor family
326	78.36	oe	ccsbBroad304_00036	AFP	-
327	78.29	cc		ATP synthase inhibitor	-
328	78.27	oe	ccsbBroad304_01655	DYNLT3	Cytoplasmic dyneins
329	78.25	oe	ccsbBroad304_07814	SACM1L	-
330	78.25	oe	ccsbBroad304_07763	NUDT6	Nudix motif containing
331	78.19	kd	CGS001-10257	ABCC4	ATP binding cassette transporters / subfamily C
332	78.15	cp	BRD-K04146668	GW-441756	Growth factor receptor inhibitor
333	78.11	oe	ccsbBroad304_02446	TADA3	-
334	78.03	cp	BRD-K99749624	linifanib	PDGFR receptor inhibitor
335	77.86	kd	CGS001-10112	KIF20A	Kinesins
336	77.85	kd	CGS001-9989	PPP4R1	Serine/threonine phosphatases / Protein phosphatase 4, regulatory subunits
337	77.82	oe	ccsbBroad304_02145	VAMP3	Vesicle-associated membrane proteins
338	77.79	oe	ccsbBroad304_14389	PSMA8	Proteasome (prosome, macropain) subunits
339	77.76	cp	BRD-K87024524	phenelzine	Monoamine oxidase inhibitor
340	77.74	kd	CGS001-7108	TM7SF2	-
341	77.63	cp	BRD-K47659338	EMD-386088	Serotonin receptor agonist
342	77.57	kd	CGS001-390980	ZNF805	Zinc fingers, C2H2-type
343	77.52	cp	BRD-K67537649	PQ-401	IGF-1 inhibitor
344	77.4	cp	BRD-K95899059	LY-344864	Serotonin receptor agonist
345	77.36	kd	CGS001-7032	TFF2	-
346	77.18	oe	ccsbBroad304_02452	NXF1	-
347	77.03	kd	CGS001-1244	ABCC2	ATP binding cassette transporters / subfamily C
348	76.98	cc		CDK inhibitor	-
349	76.98	oe	ccsbBroad304_14008	MPZL1	Immunoglobulin superfamily / V-set domain containing
350	76.97	cp	BRD-A02713983	dihydrodeoxygedunin	Growth factor receptor activator
351	76.88	oe	ccsbBroad304_05564	NPSR1	GPCR / Class A : Neuropeptide receptors : S
352	76.69	kd	CGS001-2023	ENO1	-
353	76.62	oe	ccsbBroad304_07529	AKT3	Akt (Protein kinase B)
354	76.55	cp	BRD-K99545815	PF-562271	Focal adhesion kinase inhibitor
355	76.52	kd	CGS001-3337	DNAJB1	Heat shock proteins / DNAJ (HSP40)
356	76.5	kd	CGS001-840	CASP7	Caspases
357	76.48	oe	ccsbBroad304_09420	RASGRP4	EF-hand domain containing
358	76.46	oe	ccsbBroad304_03357	RASD1	-
359	76.46	kd	CGS001-2828	GPR4	GPCR / Class A : Orphans
360	76.44	cp	BRD-K68191783	ALW-II-38-3	Ephrin inhibitor
361	76.41	cp	BRD-K26979635	NS-3694	Glutamate receptor antagonist
362	76.28	oe	ccsbBroad304_12518	STK33	CAMK-unique family
363	76.28	oe	ccsbBroad304_02361	MFSD10	-
364	76.19	cp	BRD-K99063460	didanosine	Nucleoside reverse transcriptase inhibitor
365	76.16	kd	CGS001-64240	ABCG5	ATP binding cassette transporters / subfamily G
366	76.13	cp	BRD-A39969961	eplerenone	Cytochrome P450 inhibitor
367	76.08	oe	ccsbBroad304_01061	NAB2	-
368	76.06	kd	CGS001-10267	RAMP1	Receptor (G protein-coupled) activity modifying proteins
369	76.05	cp	BRD-K09668667	benzo(a)pyrene	Carcinogen
370	76	cp	BRD-K82795137	loratadine	Histamine receptor antagonist
371	75.95	cp	BRD-K48735772	PD-158780	EGFR inhibitor
372	75.87	oe	ccsbBroad304_01673	TIMP3	-
373	75.82	cp	BRD-U44618005	WH-4023	SRC inhibitor
374	75.81	kd	CGS001-8803	SUCLA2	-
375	75.77	oe	ccsbBroad304_03812	PBXIP1	-
376	75.71	oe	ccsbBroad304_00513	ERCC3	General transcription factors
377	75.65	oe	ccsbBroad304_01471	S100A1	EF-hand domain containing
378	75.61	oe	ccsbBroad304_00795	HSF2	-
379	75.53	cp	BRD-K14681867	somatostatin	Somatostatin receptor agonist
380	75.36	kd	CGS001-23387	SIK3	QIK subfamily
381	75.34	kd	CGS001-150094	SIK1	QIK subfamily
382	75.32	kd	CGS001-51053	GMNN	-
383	75.3	oe	ccsbBroad304_07888	CBX6	-
384	75.3	cp	BRD-K19136521	indirubin	CDK inhibitor
385	75.23	cp	BRD-K81062487	taurocholic-acid	Bile acid
386	75.16	cp	BRD-A81795050	U-18666A	Oxidosqualene cyclase inhibitor
387	74.98	kd	CGS001-10589	DRAP1	-
388	74.83	kd	CGS001-4891	SLC11A2	SLC11 family of proton-coupled metal ion transporters
389	74.76	oe	ccsbBroad304_00549	FDX1	-
